ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
254004_at	0.4466	0.11372756	-1.953708	-5.150709	-0.2975674	emb1027	Arginyl-tRNA synthetase, class Ic
245871_at	0.4466	0.11376525	-1.953437	-5.151052	-0.2602861	AT1G26290	hypothetical protein
256317_at	0.4467	0.11380704	-1.953138	-5.151432	-0.285993	AT1G35900	hypothetical protein
253558_at	0.4469	0.11388403	-1.952586	-5.152132	-0.3583244	SKB1	protein arginine N-methyltransferase 5
253702_at	0.4469	0.11389316	1.95252	-5.152215	0.4936665	ACA10	calcium-transporting ATPase 10
247811_at	0.447	0.11393159	1.952245	-5.152565	0.445359	EXO70B1	exocyst subunit exo70 family protein B1
251196_at	0.447	0.11396578	1.952	-5.152875	1.4214689	AT3G62950	glutaredoxin-C11
264853_at	0.4474	0.11409516	-1.951074	-5.15405	-0.3499648	GLR2	glutamate receptor
256637_at	0.4474	0.11412535	1.950858	-5.154324	0.4991529	AT3G12030	hypothetical protein
249852_at	0.4474	0.11412981	1.950826	-5.154364	0.2238695	STP11	sugar transport protein 11
252072_at	0.4474	0.11413553	1.950785	-5.154416	0.3967185	AT3G51710	D-mannose binding lectin protein with Apple-like carbohydrate-binding domain
251893_at	0.4474	0.11417261	1.95052	-5.154752	0.3786353	AT3G54380	SAC3/GANP/Nin1/mts3/eIF-3 p25 family protein
249248_at	0.4474	0.11418569	-1.950427	-5.154871	-0.3352033	AT5G42320	Zn-dependent exopeptidases superfamily protein
256072_at	0.4474	0.11421675	-1.950205	-5.155152	-0.3190034	ATARCA	guanine nucleotide-binding protein subunit beta-like protein A
250126_at	0.4474	0.11421922	-1.950187	-5.155175	-0.2303708	UCH1	ubiquitin thiolesterase UCH1
249190_at	0.4474	0.11423913	-1.950045	-5.155355	-0.2675231	BKI1	BRI1 kinase inhibitor 1
249801_at	0.4476	0.11429126	-1.949673	-5.155827	-0.2972163	CDPK9	calcium-dependent protein kinase 12
262256_at	0.4476	0.11435463	1.949221	-5.156401	0.2608832	AT1G53810	pseudo
266999_at	0.4476	0.11436198	-1.949168	-5.156467	-0.2772782	AT2G34450	high mobility group B protein 14
257685_at	0.4476	0.11437034	-1.949108	-5.156543	-0.4322147	MEF22	mitochondrial editing factor 22
246750_at	0.4478	0.11444489	1.948577	-5.157217	0.362628	AT5G27860	hypothetical protein
248683_at	0.4478	0.11445039	-1.948538	-5.157267	-3.0621927	AT5G48490	bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
266798_at	0.4478	0.11447332	-1.948374	-5.157475	-0.2401946	bZIP6	basic leucine-zipper 6
266210_at	0.4482	0.11459853	-1.947482	-5.158606	-0.2903644	PGY1	60S ribosomal protein L10a-2
261296_at	0.4485	0.1146828	-1.946883	-5.159366	-0.2301965	AT1G48460	hypothetical protein
264570_at	0.4485	0.11470828	1.946701	-5.159596	0.4121761	AT1G05350	NAD(P)-binding Rossmann-fold superfamily protein
246469_at	0.4486	0.11475755	-1.946351	-5.160041	-0.240764	AT5G17070	hypothetical protein
253841_at	0.4486	0.11480098	-1.946042	-5.160432	-0.4371164	BGLU10	beta glucosidase 10
245026_at	0.4486	0.11482065	-1.945903	-5.160609	-0.2846541	atpH	ATPase III subunit
257898_s_at	0.4486	0.11482654	1.945861	-5.160662	0.482244	AT3G30670	pseudo
263963_at	0.4486	0.11484206	-1.94575	-5.160802	-0.6182912	AT2G36080	protein ABNORMAL SHOOT 2
264601_at	0.4486	0.1148547	-1.945661	-5.160916	-0.3588256	AT1G04540	calcium-dependent lipid-binding domain-containing protein
254652_at	0.4487	0.11492769	1.945142	-5.161573	0.6317331	WRKY28	WRKY DNA-binding protein 28
248702_at	0.4487	0.11493045	-1.945123	-5.161598	-0.2335035	AT5G48420	hypothetical protein
264040_at	0.4487	0.11496853	1.944853	-5.161941	0.4978684	ACR5	ACT domain-containing protein 5
246114_at	0.4487	0.11497716	1.944791	-5.162018	2.8983066	DIN10	putative galactinol--sucrose galactosyltransferase 6
260511_at	0.4487	0.11497725	-1.944791	-5.162019	-0.2485	AT1G51570	calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein
252514_at	0.449	0.11508158	-1.944051	-5.162957	-0.2624915	RAB8A	small GTP-binding protein ARA3
266399_at	0.449	0.11511677	-1.943802	-5.163274	-0.3793263	PECT1	ethanolamine-phosphate cytidylyltransferase
256400_at	0.449	0.11512181	1.943766	-5.163319	0.3016027	AT3G06140	probable E3 ubiquitin-protein ligase LUL4
255937_at	0.449	0.11513084	-1.943702	-5.1634	-0.3801269	DDF1	dehydration-responsive element-binding protein 1F
267518_at	0.449	0.11514435	-1.943606	-5.163521	-0.5723498	AT2G30500	Kinase interacting (KIP1-like) family protein
264004_at	0.4492	0.11523049	1.942996	-5.164295	0.2200117	AT2G22425	putative signal peptidase complex subunit 1
254127_at	0.4496	0.11533434	1.942262	-5.165226	0.2874562	ATR1	NADPH--cytochrome P450 reductase 1
249807_at	0.4499	0.11548125	1.941223	-5.166543	0.6401611	AT5G23870	pectinacetylesterase family protein
248263_at	0.4499	0.11548455	1.9412	-5.166572	0.5244622	PMEPCRF	pectin methylesterase PCR fragment F
250748_at	0.4499	0.11549154	1.941151	-5.166635	0.3630682	AT5G05710	pleckstrin homology domain-containing protein
258196_at	0.4499	0.11550963	-1.941023	-5.166797	-0.500923	AT3G13980	hypothetical protein
250277_at	0.45	0.11556043	1.940665	-5.167252	0.3137557	AT5G12940	leucine-rich repeat-containing protein
245938_at	0.4502	0.11560873	-1.940324	-5.167684	-0.3375004	AT5G19680	leucine-rich repeat-containing protein
253800_at	0.4503	0.11565314	1.940011	-5.168081	0.2571175	AT4G28160	hydroxyproline-rich glycoprotein family protein
248312_at	0.4503	0.11572954	1.939472	-5.168764	0.2494805	AT5G52580	RabGAP/TBC domain-containing protein
245098_at	0.4503	0.1157347	1.939436	-5.16881	0.4611582	ERS1	ethylene response sensor 1
247075_at	0.4503	0.11578155	-1.939106	-5.169228	-0.4612841	PLP3b	phosducin-like protein 3-like protein
259865_at	0.4503	0.11578401	-1.939088	-5.16925	-0.2207952	CKL2	casein kinase 1-like protein 2
256126_at	0.4503	0.11578675	1.939069	-5.169274	0.2732144	AT1G18050	SWAP (Suppressor-of-White-APricot)/surp RNA-binding domain-containing protein
248029_at	0.4503	0.1157888	1.939055	-5.169293	0.452145	BAM4	inactive beta-amylase 4
255555_at	0.4505	0.11584331	1.938671	-5.169779	0.3272085	AT4G01810	sec23/sec24-like transport protein
262589_s_at	0.4506	0.1159092	-1.938207	-5.170367	-0.4694547	AT1G15160///AT1G15150	MATE efflux family protein///MATE efflux family protein
256008_s_at	0.4508	0.11596818	-1.937793	-5.170893	-0.2432096	AT1G34060///AT1G34040	tryptophan aminotransferase-related protein 4///Pyridoxal phosphate-dependent transferases superfamily protein
253969_at	0.4508	0.11602183	-1.937416	-5.171371	-0.3665299	CSN6B	COP9 signalosome complex subunit 6b
258649_at	0.4508	0.11603267	-1.937339	-5.171468	-0.2737658	CDC48	cell division control protein 48-A
249135_at	0.4508	0.11606266	-1.937129	-5.171735	-0.2557423	AT5G43160	hypothetical protein
AFFX-r2-At-Actin-M_s_at	0.4508	0.11610318	-1.936844	-5.172096	-0.2677104		
262550_at	0.4508	0.11611856	-1.936736	-5.172232	-0.2326411	AT1G31310	hydroxyproline-rich glycoprotein-like protein
256754_at	0.4508	0.11614091	1.936579	-5.172431	0.2493862	CHUP1	protein CHUP1
262801_at	0.4508	0.11614176	1.936573	-5.172439	0.5995723	AT1G21010	hypothetical protein
264870_at	0.4508	0.11615236	1.936499	-5.172533	0.2382464	AT1G24210	paired amphipathic helix domain-containing protein
259002_at	0.4508	0.11619003	-1.936235	-5.172868	-0.3043457	ROXY1	glutaredoxin-C7
255851_at	0.4508	0.11620451	-1.936133	-5.172997	-0.3834396	AT1G67040	hypothetical protein
249073_at	0.4508	0.11626807	1.935687	-5.173562	0.8399648	AT5G44020	HAD superfamily, subfamily IIIB acid phosphatase
253242_at	0.4508	0.11628186	-1.935591	-5.173685	-0.242083	AT4G34540	NmrA-like negative transcriptional regulator family protein
258529_at	0.4508	0.11630611	-1.93542	-5.1739	-0.6531706	GATA15	GATA transcription factor 15
257368_at	0.4508	0.11630956	1.935396	-5.173931	0.2675157	AT2G29860	putative F-box/kelch-repeat protein
251361_at	0.4508	0.1163552	1.935077	-5.174336	0.2217537	AT3G61230	GATA type zinc finger transcription factor family protein
260107_at	0.4508	0.11637537	-1.934935	-5.174516	-0.3049825	AT1G66430	pfkB-like carbohydrate kinase family protein
261600_x_at	0.4508	0.1163898	-1.934834	-5.174644	-0.4102771	AT1G49680	hypothetical protein
245608_at	0.4508	0.11641135	1.934683	-5.174835	0.269201	AT4G14350	AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein
253600_at	0.4508	0.11642768	-1.934569	-5.17498	-0.2903521	scpl29	serine carboxypeptidase-like 29
260174_at	0.4508	0.11642968	1.934555	-5.174998	0.2943667	AT1G71940	SNARE associated Golgi protein family
265063_at	0.4508	0.11643749	-1.9345	-5.175067	-0.3921446	AT1G61500	G-type lectin S-receptor-like serine/threonine-protein kinase
245372_at	0.4508	0.1164386	-1.934492	-5.175077	-0.4163702	AT4G15000	60S ribosomal protein L27-3
253008_at	0.4508	0.11648853	-1.934143	-5.17552	-0.2681366	EXPA20	expansin A20
246393_at	0.4508	0.11649034	-1.93413	-5.175536	-0.4417047	AT1G58150	hypothetical protein
267037_at	0.4508	0.11649384	1.934106	-5.175567	0.2264299	TBL34	trichome birefringence-like protein 34
252070_at	0.4508	0.11651394	-1.933965	-5.175745	-0.2708066	AT3G51680	short-chain dehydrogenase reductase 2a
254981_at	0.4508	0.11651576	-1.933952	-5.175761	-0.4910677	AT4G10480	Nascent polypeptide-associated complex subunit alpha-like protein 4
252707_at	0.451	0.11656664	1.933597	-5.176212	0.2908082	ZIFL2	probable peptide/nitrate transporter
251334_at	0.451	0.11660294	1.933343	-5.176534	0.2262289	AT3G61390	U-box domain-containing protein 36
262611_at	0.451	0.11660372	1.933337	-5.176541	0.493334	AT1G14060	GCK domain-containing protein
245282_at	0.451	0.11663492	-1.933119	-5.176817	-0.3371297	AT4G14990	Topoisomerase II-associated protein PAT1
246110_at	0.451	0.11664306	1.933063	-5.176889	0.3483985	AT5G20140	SOUL heme-binding protein
247975_at	0.451	0.11669995	1.932665	-5.177393	0.2253097	AT5G56800	FBD and LRR domain-containing protein
259239_at	0.451	0.11671205	-1.932581	-5.1775	-0.3338527	AT3G11510	40S ribosomal protein S14-2
255980_at	0.451	0.11673175	-1.932443	-5.177675	-0.2829286	AT1G33970	AIG1 domain-containing protein
258241_at	0.451	0.11674637	-1.932341	-5.177804	-0.2264032	LBD25	LOB domain-containing protein 25
253656_at	0.451	0.11678787	1.932051	-5.178171	0.2401914	emb1353	hypothetical protein
245211_at	0.451	0.11682088	1.931821	-5.178463	0.312087	SEC10	exocyst complex component sec10
262092_at	0.451	0.11685278	1.931599	-5.178745	0.2456217	AT1G56150	SAUR-like auxin-responsive protein
251986_at	0.451	0.11685335	1.931595	-5.17875	0.2647332	AT3G53310	B3 domain-containing protein REM20
258783_at	0.451	0.11686036	1.931546	-5.178812	0.6069019	AT3G11760	hypothetical protein
246142_at	0.451	0.11686746	-1.931496	-5.178875	-0.2630469	AT5G19970	hypothetical protein
256778_at	0.451	0.11689872	1.931278	-5.179151	0.2185773	NAP1;4	nucleosome assembly protein1;4
249798_at	0.451	0.11689974	-1.931271	-5.17916	-0.2921044	AT5G23730	WD repeat-containing protein RUP2
261239_at	0.451	0.11691058	-1.931196	-5.179256	-0.2781264	AT1G32930	putative beta-1,3-galactosyltransferase
251554_at	0.451	0.11692869	1.931069	-5.179416	0.3267211	AT3G58670	hypothetical protein
263986_at	0.4512	0.11701176	-1.930491	-5.18015	-0.2232474	CSY3	citrate synthase 3
261109_at	0.4517	0.11716053	-1.929455	-5.181462	-0.4332597	CKX5	cytokinin dehydrogenase 5
246144_at	0.4519	0.11723131	-1.928963	-5.182085	-0.3291226	AT5G20110	dynein light chain type 1 family protein
262510_at	0.4522	0.11731684	1.928369	-5.182839	0.2367313	AT1G11270	F-box and associated interaction domain-containing protein
252247_at	0.4523	0.11735663	-1.928093	-5.183189	-0.273275	AT3G49740	pentatricopeptide repeat-containing protein
258933_at	0.4524	0.11741278	-1.927703	-5.183683	-0.3678538	AT3G09980	hypothetical protein
247835_at	0.4524	0.11743168	1.927572	-5.183849	0.5241196	AT5G57910	hypothetical protein
265768_at	0.4525	0.11749324	-1.927145	-5.18439	-0.3868114	AT2G48020	sugar transporter ERD6-like 7
265592_at	0.4525	0.11751793	1.926974	-5.184607	0.3517679	AT2G20110	Tesmin/TSO1-like CXC domain-containing protein
255924_at	0.4525	0.11754299	1.9268	-5.184827	0.4524795	AT1G22170	phosphoglycerate mutase family protein
263930_at	0.4525	0.11756368	1.926657	-5.185009	0.3428297	AT2G36300	Integral membrane Yip1-like protein
264643_at	0.4525	0.11758198	-1.92653	-5.185169	-0.27609	PGSIP5	plant glycogenin-like starch initiation protein 5
264859_at	0.4525	0.11759053	-1.92647	-5.185244	-0.3831707	G6PD3	glucose-6-phosphate dehydrogenase 3
265429_at	0.4525	0.11759116	-1.926466	-5.18525	-0.3621423	AT2G20710	pentatricopeptide repeat-containing protein
255091_at	0.4525	0.11763119	-1.926189	-5.185601	-0.2271084	AT4G09390	pseudo
251666_at	0.4526	0.11765734	1.926008	-5.185831	0.2414414	CBL	cystathionine beta-lyase
257652_at	0.4526	0.11768411	-1.925822	-5.186066	-0.5018271	PUM24	protein pumilio 24
247612_at	0.4526	0.11769332	1.925759	-5.186147	0.4475291	AT5G60730	Anion-transporting ATPase
258487_at	0.4527	0.11776405	-1.925269	-5.186767	-0.5117552	LBD41	LOB domain-containing protein 41
258210_at	0.4527	0.11777102	-1.925221	-5.186828	-0.2211227	EIF4A1	translational initiation factor 4A-1
246191_at	0.4527	0.11778682	-1.925112	-5.186966	-0.297522	AT5G20890	TCP-1/cpn60 chaperonin family protein
263303_at	0.4528	0.11787238	1.92452	-5.187716	0.3130168	AT2G15240	UNC-50 family protein
250072_at	0.4528	0.11787924	-1.924473	-5.187776	-0.2198582	AT5G17210	hypothetical protein
248578_at	0.4528	0.11788975	-1.9244	-5.187868	-0.2651645	EMB1879	hypothetical protein
245866_s_at	0.4528	0.11792428	1.924162	-5.18817	2.8818675	PUP18///AT1G57980	purine permease 18///Nucleotide-sugar transporter family protein
246294_at	0.4528	0.11792716	-1.924142	-5.188195	-0.2530661	PSRP5	plastid-specific 50S ribosomal protein 5
259636_at	0.4529	0.11794883	-1.923992	-5.188385	-0.2172792	AT1G56345	RNA pseudourine synthase 1
245878_at	0.453	0.1180138	-1.923544	-5.188953	-0.5652247	AT1G26190	phosphoribulokinase/uridine kinase-like protein
263681_at	0.453	0.11803009	1.923431	-5.189096	0.3695068	ORC6	origin recognition complex subunit 6
251203_at	0.453	0.11806137	1.923215	-5.189369	0.2484661	AT3G63070	Tudor/PWWP/MBT domain-containing protein
249352_at	0.453	0.11806505	-1.92319	-5.189401	-0.2795291	MYB22	putative transcription factor MYB22
262430_s_at	0.4531	0.11811502	-1.922845	-5.189838	-0.2569401	SEC3B///SEC3A	exocyst complex component sec3B///exocyst complex component sec3A
256065_at	0.4532	0.11815454	-1.922573	-5.190183	-0.5794869	AT1G07070	60S ribosomal protein L35a-1
257687_at	0.4532	0.11818697	-1.922349	-5.190466	-0.2739015	SDRB	short-chain dehydrogenase-reductase B
263957_at	0.4533	0.11822306	1.922101	-5.190781	0.4216524	AT2G35880	TPX2 (targeting protein for Xklp2)-like protein
256471_at	0.4533	0.11825263	1.921897	-5.19104	0.2296657	AT1G42580	pseudo
263118_at	0.4533	0.11825344	1.921891	-5.191047	0.7050717	MCCA	methylcrotonoyl-CoA carboxylase subunit alpha
251774_at	0.4534	0.1183073	1.921521	-5.191516	1.1279523	AT3G55840	Hs1pro-1 protein
263688_at	0.4535	0.11836117	-1.92115	-5.191986	-0.6377753	AT1G26920	hypothetical protein
247823_at	0.454	0.11849274	-1.920245	-5.193132	-0.2383913	AT5G58450	tetratricopeptide repeat-containing protein
258034_at	0.4541	0.11855758	-1.9198	-5.193697	-0.5391443	AT3G21300	RNA methyltransferase family protein
252226_at	0.4543	0.11863085	-1.919297	-5.194334	-0.2419577	AT3G49880	glycosyl hydrolase family protein 43
259839_at	0.4543	0.11864811	1.919178	-5.194484	0.3600898	AT1G52190	nitrate transporter 1.11
266588_at	0.4544	0.11869253	-1.918873	-5.19487	-0.272801	AGP9	arabinogalactan protein 9
251299_at	0.4544	0.11871488	-1.91872	-5.195065	-0.3906563	AT3G61950	transcription factor bHLH67
263990_at	0.4545	0.11875666	1.918434	-5.195427	0.2329655	PP5.2	serine/threonine-protein phosphatase 5
258225_at	0.4547	0.11883117	1.917923	-5.196074	2.677421	AT3G15630	hypothetical protein
265082_at	0.4547	0.11887316	-1.917635	-5.196439	-0.2883773	AT1G03830	guanylate-binding protein
248121_at	0.4547	0.1188744	1.917627	-5.19645	0.3227448	GAUT12	probable galacturonosyltransferase 12
253496_at	0.4547	0.11889595	-1.917479	-5.196636	-0.332538	GPX7	glutathione peroxidase 7
248852_at	0.4549	0.11895172	-1.917097	-5.19712	-0.4667049	AT5G46560	hypothetical protein
259691_at	0.4554	0.11915143	1.915732	-5.19885	0.2185109	AT1G63200	cystatin-related domain protein
247290_at	0.4554	0.11916183	1.915661	-5.19894	0.2665374	AT5G64450	hypothetical protein
254719_at	0.4554	0.11916284	1.915654	-5.198949	0.2531569	AT4G13600	carbohydrate-binding X8 domain-containing protein
267492_at	0.4554	0.11920706	-1.915352	-5.199331	-0.5030508	AT2G30620	histone H1.2
251341_at	0.4554	0.11920736	-1.91535	-5.199334	-0.3686182	AT3G60770	40S ribosomal protein S13-1
259014_at	0.4554	0.11921495	-1.915298	-5.1994	-0.285455	AT3G07320	O-Glycosyl hydrolases family 17 protein
252798_at	0.4554	0.11922994	-1.915195	-5.199529	-0.3126122	AT3G42310	hypothetical protein
263562_at	0.4555	0.11931852	-1.914591	-5.200295	-0.3773646	AT2G15420	myosin heavy chain-related protein
251234_s_at	0.4555	0.1193435	-1.91442	-5.200511	-0.3147782	AUD1///UXS4	UDP-glucuronic acid decarboxylase///UDP-xylose synthase 4
260937_at	0.4555	0.11934776	-1.914391	-5.200548	-0.7140591	AT1G45160	protein kinase
260021_at	0.4555	0.11936014	1.914307	-5.200655	0.2633845	AT1G30010	protein NUCLEAR MATURASE 1
252679_at	0.4555	0.11936747	-1.914257	-5.200718	-0.6021353	AT3G44260	putative CCR4-associated factor 1
262669_at	0.4555	0.11938475	1.914139	-5.200867	0.3456912	AT1G62850	Class I peptide chain release factor
251667_at	0.4555	0.11939914	-1.914041	-5.200991	-0.6173031	NAP57	putative pseudouridine synthase NAP57
249824_at	0.4558	0.1195189	1.913225	-5.202025	0.4134096	AT5G23380	hypothetical protein
259915_at	0.4558	0.11952718	1.913169	-5.202096	1.1570397	AT1G72790	hydroxyproline-rich glycoprotein family protein
257606_at	0.4558	0.11957575	1.912838	-5.202515	0.2396223	RHD3	protein ROOT HAIR DEFECTIVE 3
265331_at	0.4558	0.11959844	-1.912684	-5.202711	-0.246046	AT2G18420	gibberellin-regulated GASA/GAST/Snakin family protein
246582_at	0.4558	0.1196027	-1.912655	-5.202747	-0.5224249	AT1G31750	proline-rich family protein
253604_at	0.4558	0.11961363	-1.91258	-5.202842	-0.2307696	AT4G30970	hypothetical protein
248962_at	0.4558	0.11964237	1.912385	-5.203089	0.2812453	FKBP13	peptidyl-prolyl cis-trans isomerase FKBP13
261610_at	0.4558	0.11964531	-1.912365	-5.203114	-1.3588557	AT1G49560	myb family transcription factor
267051_at	0.4558	0.1196637	-1.91224	-5.203273	-0.4541246	AT2G38500	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
267023_at	0.4558	0.11968628	1.912086	-5.203467	0.2941272	AT2G34250	SecY protein transport family protein
247640_at	0.4558	0.11969526	1.912025	-5.203545	0.2169471	AT5G60610	FBD-associated F-box protein
250982_at	0.4558	0.11972067	1.911852	-5.203764	0.246066	JKD	zinc finger protein JACKDAW
253472_at	0.4558	0.11974122	-1.911712	-5.20394	-0.2195892	AT4G32230	hypothetical protein
267565_at	0.4558	0.11976686	1.911538	-5.204161	0.2423244	CYP71A12	cytochrome P450 71A12
262753_at	0.4559	0.11980418	-1.911285	-5.204482	-0.4055316	ATKDSA2	2-dehydro-3-deoxyphosphooctonate aldolase 2
257363_at	0.4559	0.11981716	-1.911196	-5.204594	-0.2235001	BAP2	BON1-associated protein 2
248352_at	0.4562	0.11994473	-1.91033	-5.205691	-0.7940036	LTI65	protein LOW-TEMPERATURE-INDUCED 65
252847_at	0.4562	0.11994781	-1.91031	-5.205717	-0.2182296	AT3G42170	BED zinc finger and hAT dimerization domain-containing protein
248666_at	0.4563	0.11999021	-1.910022	-5.206081	-0.2759331	AT5G48630	cyclin-C1-2
246410_at	0.4563	0.12003383	1.909726	-5.206456	0.2556505	AT1G57765///AT1G57760	hypothetical protein///ECA1 gametogenesis related family protein
259483_at	0.4563	0.12003449	-1.909722	-5.206461	-0.3051394	AT1G43980	pentatricopeptide repeat-containing protein
259375_at	0.4563	0.12005226	-1.909601	-5.206614	-0.2312566	AT3G16370	GDSL esterase/lipase
251734_at	0.4563	0.12005639	-1.909573	-5.206649	-0.350617	AT3G56270	hypothetical protein
